,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
0,Ngày,Lần,cuối,Mở,Cao,Thấp,KL,%,Thay,đổi
1,30/06/2021,"1,771.60","1,761.90","1,774.70","1,753.20",177.89K,0.45%,,,
2,29/06/2021,"1,763.60","1,778.80","1,779.20","1,750.10",239.91K,-0.96%,,,
3,28/06/2021,"1,780.70","1,782.00","1,786.10","1,770.40",160.79K,0.16%,,,
4,25/06/2021,"1,777.80","1,775.70","1,791.00","1,773.60",161.20K,0.06%,,,
5,24/06/2021,"1,776.70","1,778.20","1,788.60","1,772.70",152.23K,-0.38%,,,
6,23/06/2021,"1,783.40","1,779.10","1,795.60","1,773.10",179.27K,0.34%,,,
7,22/06/2021,"1,777.40","1,783.20","1,790.10","1,771.20",172.75K,-0.31%,,,
8,21/06/2021,"1,782.90","1,764.30","1,786.90","1,764.10",195.52K,0.79%,,,
9,18/06/2021,"1,769.00","1,773.90","1,797.90","1,761.20",264.61K,-0.33%,,,
10,17/06/2021,"1,774.80","1,812.30","1,826.40","1,767.90",385.89K,-4.65%,,,
11,16/06/2021,"1,861.40","1,861.00","1,866.00","1,804.40",234.10K,0.27%,,,
12,15/06/2021,"1,856.40","1,867.80","1,870.90","1,853.00",155.34K,-0.51%,,,
13,14/06/2021,"1,865.90","1,879.60","1,879.70","1,845.70",242.30K,-0.73%,,,
14,11/06/2021,"1,879.60","1,901.90","1,906.20","1,876.10",220.46K,-0.89%,,,
15,10/06/2021,"1,896.40","1,891.40","1,903.00","1,871.80",250.55K,0.05%,,,
16,09/06/2021,"1,895.50","1,894.40","1,901.70","1,889.30",147.33K,0.06%,,,
17,08/06/2021,"1,894.40","1,901.60","1,906.90","1,885.70",173.60K,-0.23%,,,
18,07/06/2021,"1,898.80","1,894.30","1,902.90","1,883.70",146.02K,0.36%,,,
19,04/06/2021,"1,892.00","1,872.70","1,899.00","1,855.60",228.83K,1.00%,,,
20,03/06/2021,"1,873.30","1,910.50","1,912.30","1,866.70",278.58K,-1.92%,,,
21,02/06/2021,"1,909.90","1,903.00","1,911.80","1,896.40",166.04K,0.26%,,,
22,01/06/2021,"1,905.00","1,906.80","1,919.20","1,894.50",290.65K,-0.32%,,,
23,31/05/2021,"1,911.15","1,906.80","1,913.40","1,904.85",-,0.23%,,,
24,30/05/2021,"1,906.75","1,907.60","1,907.90","1,906.10",-,0.08%,,,
25,28/05/2021,"1,905.30","1,899.80","1,908.80","1,884.30",198.14K,0.36%,,,
26,27/05/2021,"1,898.50","1,899.30","1,906.50","1,890.80",211.79K,-0.28%,,,
27,26/05/2021,"1,903.80","1,902.40","1,915.60","1,893.00",178.18K,0.17%,,,
28,25/05/2021,"1,900.50","1,883.40","1,903.70","1,875.40",176.60K,0.73%,,,
29,24/05/2021,"1,886.70","1,885.60","1,890.00","1,877.90",55.84K,0.42%,,,
30,21/05/2021,"1,878.90","1,880.40","1,892.30","1,872.50",53.04K,-0.27%,,,
31,20/05/2021,"1,883.90","1,872.20","1,887.20","1,866.20",44.91K,0.03%,,,
32,19/05/2021,"1,883.40","1,872.20","1,893.20","1,854.40",58.81K,0.71%,,,
33,18/05/2021,"1,870.10","1,869.10","1,877.80","1,865.60",49.55K,0.03%,,,
34,17/05/2021,"1,869.60","1,843.50","1,871.10","1,843.10",42.11K,1.61%,,,
35,14/05/2021,"1,840.00","1,829.30","1,849.00","1,821.30",24.14K,0.76%,,,
36,13/05/2021,"1,826.10","1,816.60","1,830.90","1,810.70",41.80K,0.07%,,,
37,12/05/2021,"1,824.80","1,840.20","1,846.50","1,815.00",55.16K,-0.72%,,,
38,11/05/2021,"1,838.10","1,837.60","1,844.30","1,819.80",71.63K,-0.09%,,,
39,10/05/2021,"1,839.80","1,836.10","1,848.40","1,832.80",64.97K,0.34%,,,
40,07/05/2021,"1,833.50","1,817.30","1,846.50","1,815.70",26.44K,0.86%,,,
41,06/05/2021,"1,817.90","1,789.00","1,820.50","1,784.10",23.09K,1.76%,,,
42,05/05/2021,"1,786.50","1,780.90","1,790.20","1,771.50",20.46K,0.47%,,,
43,04/05/2021,"1,778.20","1,795.10","1,801.60","1,771.60",9.94K,-0.88%,,,
44,03/05/2021,"1,794.00","1,770.40","1,800.80","1,768.50",7.92K,1.37%,,,
45,30/04/2021,"1,769.80","1,773.90","1,775.00","1,765.60",17.31K,-0.04%,,,
46,29/04/2021,"1,770.50","1,784.20","1,791.50","1,756.80",8.69K,-0.32%,,,
47,28/04/2021,"1,776.10","1,777.30","1,784.70","1,763.90",5.98K,-0.28%,,,
48,27/04/2021,"1,781.00","1,783.20","1,787.80","1,776.60",7.80K,-0.07%,,,
49,26/04/2021,"1,782.30","1,776.00","1,784.90","1,770.80",3.72K,0.13%,,,
50,23/04/2021,"1,779.90","1,786.30","1,798.20","1,771.70",5.12K,-0.23%,,,
51,22/04/2021,"1,784.00","1,797.00","1,800.00","1,779.30",2.13K,-0.62%,,,
52,21/04/2021,"1,795.20","1,780.60","1,800.00","1,779.00",3.26K,0.83%,,,
53,20/04/2021,"1,780.40","1,772.70","1,782.60","1,765.80",1.91K,0.43%,,,
54,19/04/2021,"1,772.70","1,780.10","1,791.70","1,768.60",1.87K,-0.53%,,,
55,16/04/2021,"1,782.20","1,766.20","1,786.20","1,763.70",2.57K,0.76%,,,
56,15/04/2021,"1,768.80","1,738.80","1,772.40","1,736.80",3.88K,1.76%,,,
57,14/04/2021,"1,738.20","1,748.40","1,752.50","1,734.70",2.79K,-0.65%,,,
58,13/04/2021,"1,749.50","1,734.70","1,751.20","1,725.50",4.27K,0.86%,,,
59,12/04/2021,"1,734.60","1,745.20","1,748.00","1,729.60",3.63K,-0.70%,,,
60,09/04/2021,"1,746.80","1,757.30","1,759.00","1,732.90",4.02K,-0.77%,,,
61,08/04/2021,"1,760.30","1,739.50","1,761.20","1,735.80",4.00K,0.96%,,,
62,07/04/2021,"1,743.60","1,746.60","1,747.20","1,734.00",1.72K,-0.08%,,,
63,06/04/2021,"1,745.00","1,731.80","1,748.30","1,730.70",3.87K,0.83%,,,
64,05/04/2021,"1,730.70","1,732.10","1,735.90","1,723.60",1.37K,0.02%,,,
65,01/04/2021,"1,730.30","1,711.40","1,733.20","1,708.80",2.20K,0.75%,,,
66,31/03/2021,"1,717.50","1,687.30","1,718.10","1,679.40",2.71K,1.75%,,,
67,30/03/2021,"1,687.90","1,714.80","1,715.80","1,680.60",2.72K,-1.67%,,,
68,29/03/2021,"1,716.50","1,736.30","1,736.30","1,707.50",4.05K,-1.15%,,,
69,26/03/2021,"1,736.50","1,729.90","1,738.90","1,723.20",3.39K,0.43%,,,
70,25/03/2021,"1,729.10","1,738.00","1,748.80","1,725.00",2.95K,-0.47%,,,
71,24/03/2021,"1,737.20","1,730.70","1,741.50","1,729.00",3.96K,0.45%,,,
72,23/03/2021,"1,729.50","1,743.10","1,746.00","1,727.20",3.55K,-0.74%,,,
73,22/03/2021,"1,742.40","1,745.00","1,745.90","1,730.70",2.56K,-0.19%,,,
74,19/03/2021,"1,745.80","1,739.50","1,750.00","1,731.70",2.72K,0.54%,,,
75,18/03/2021,"1,736.50","1,751.20","1,758.00","1,722.10",1.44K,0.31%,,,
76,17/03/2021,"1,731.10","1,732.00","1,754.00","1,727.50",1.69K,-0.24%,,,
77,16/03/2021,"1,735.20","1,733.70","1,743.80","1,731.00",1.39K,0.08%,,,
78,15/03/2021,"1,733.80","1,730.00","1,737.30","1,724.80",0.55K,0.55%,,,
79,12/03/2021,"1,724.30","1,726.30","1,732.40","1,701.60",1.14K,-0.17%,,,
80,11/03/2021,"1,727.20","1,729.50","1,742.50","1,722.50",4.24K,0.04%,,,
81,10/03/2021,"1,726.50","1,719.50","1,728.70","1,711.30",7.20K,0.27%,,,
82,09/03/2021,"1,721.90","1,687.30","1,722.30","1,687.30",4.59K,2.32%,,,
83,08/03/2021,"1,682.90","1,711.80","1,715.70","1,678.40",7.90K,-1.23%,,,
84,05/03/2021,"1,703.80","1,696.80","1,709.70","1,690.80",3.17K,-0.12%,,,
85,04/03/2021,"1,705.90","1,712.20","1,725.60","1,693.00",4.05K,-0.88%,,,
86,03/03/2021,"1,721.00","1,734.60","1,734.60","1,705.00",2.19K,-1.02%,,,
87,02/03/2021,"1,738.80","1,725.50","1,742.60","1,709.70",3.86K,0.61%,,,
88,01/03/2021,"1,728.20","1,738.10","1,762.00","1,723.00",1.83K,-0.33%,,,
89,26/02/2021,"1,734.00","1,773.60","1,777.00","1,720.80",5.07K,-2.63%,,,
90,25/02/2021,"1,780.80","1,805.50","1,805.50","1,769.90",1.97K,-1.22%,,,
91,24/02/2021,"1,802.80","1,810.50","1,814.80","1,787.90",0.90K,-0.43%,,,
92,23/02/2021,"1,810.50","1,816.80","1,817.40","1,799.70",0.93K,-0.15%,,,
93,22/02/2021,"1,813.20","1,791.00","1,816.80","1,786.40",0.78K,1.74%,,,
94,19/02/2021,"1,782.20","1,771.30","1,794.40","1,765.00",1.11K,0.13%,,,
95,18/02/2021,"1,779.90","1,784.60","1,792.60","1,773.20",1.48K,0.12%,,,
96,17/02/2021,"1,777.70","1,792.00","1,798.00","1,773.00",1.97K,-1.45%,,,
97,16/02/2021,"1,803.90","1,826.60","1,831.00","1,793.50",1.98K,-0.82%,,,
98,15/02/2021,"1,818.75","1,820.90","1,827.00","1,815.60",-,-0.13%,,,
99,14/02/2021,"1,821.05","1,822.45","1,826.30","1,820.15",-,-0.39%,,,
100,12/02/2021,"1,828.10","1,825.90","1,835.00","1,817.90",1.24K,-0.21%,,,
101,11/02/2021,"1,832.00","1,842.20","1,850.80","1,826.90",1.20K,-0.85%,,,
102,10/02/2021,"1,847.70","1,840.00","1,860.60","1,840.00",2.06K,0.29%,,,
103,09/02/2021,"1,842.40","1,836.70","1,853.00","1,836.70",1.36K,0.19%,,,
104,08/02/2021,"1,838.90","1,820.70","1,844.00","1,814.10",2.78K,1.16%,,,
105,05/02/2021,"1,817.80","1,801.80","1,820.40","1,797.80",1.47K,1.22%,,,
106,04/02/2021,"1,795.90","1,838.00","1,838.00","1,790.30",1.74K,-2.38%,,,
107,03/02/2021,"1,839.60","1,844.30","1,847.20","1,834.80",1.21K,0.11%,,,
108,02/02/2021,"1,837.60","1,866.70","1,869.10","1,835.20",1.19K,-1.60%,,,
109,01/02/2021,"1,867.40","1,864.60","1,874.60","1,858.50",3.44K,0.68%,,,
110,29/01/2021,"1,854.70","1,847.60","1,881.80","1,847.60",1.91K,0.48%,,,
111,28/01/2021,"1,845.80","1,846.20","1,870.40","1,841.50",0.81K,-0.43%,,,
112,27/01/2021,"1,853.80","1,858.60","1,858.60","1,843.00",1.26K,-0.32%,,,
113,26/01/2021,"1,859.80","1,868.60","1,868.60","1,857.00",1.71K,-0.22%,,,
114,25/01/2021,"1,863.90","1,864.40","1,874.40","1,855.00",1.66K,-0.05%,,,
115,22/01/2021,"1,864.80","1,871.30","1,871.30","1,845.00",1.12K,-0.49%,,,
116,21/01/2021,"1,874.00","1,876.90","1,882.70","1,869.20",1.81K,-0.04%,,,
117,20/01/2021,"1,874.80","1,853.10","1,880.00","1,840.00",1.02K,1.40%,,,
118,19/01/2021,"1,849.00","1,832.80","1,850.70","1,810.00",1.63K,0.68%,,,
119,18/01/2021,"1,836.60","1,809.65","1,839.45","1,809.65",-,1.48%,,,
120,17/01/2021,"1,809.75","1,826.80","1,829.10","1,803.60",-,-1.59%,,,
121,15/01/2021,"1,839.00","1,857.90","1,863.40","1,832.30",0.54K,-1.18%,,,
122,14/01/2021,"1,861.00","1,856.90","1,866.20","1,836.60",1.94K,-0.19%,,,
123,13/01/2021,"1,864.60","1,867.20","1,871.00","1,851.60",1.82K,0.57%,,,
124,12/01/2021,"1,854.10","1,860.20","1,873.20","1,846.00",1.40K,-0.37%,,,
125,11/01/2021,"1,860.90","1,853.40","1,861.30","1,828.20",1.37K,0.84%,,,
126,08/01/2021,"1,845.40","1,919.70","1,920.60","1,844.00",3.45K,-4.09%,,,
127,07/01/2021,"1,924.00","1,933.80","1,938.00","1,920.70",3.30K,0.24%,,,
128,06/01/2021,"1,919.40","1,965.60","1,971.50","1,914.40",3.81K,-2.33%,,,
129,05/01/2021,"1,965.20","1,955.00","1,965.90","1,953.70",2.22K,0.39%,,,
130,04/01/2021,"1,957.60","1,927.20","1,959.20","1,926.90",1.25K,2.94%,,,
131,01/01/2021,"1,901.60","1,901.60","1,901.60","1,901.60",-,-0.22%,,,
132,31/12/2020,"1,905.80","1,910.00","1,915.20","1,902.90",0.73K,0.09%,,,
133,30/12/2020,"1,904.00","1,896.50","1,906.40","1,891.20",0.66K,0.56%,,,
134,29/12/2020,"1,893.40","1,893.20","1,900.30","1,890.50",0.37K,0.14%,,,
135,28/12/2020,"1,890.80","1,900.80","1,912.00","1,885.80",0.54K,-0.12%,,,
136,24/12/2020,"1,893.10","1,888.90","1,897.00","1,886.90",0.18K,0.29%,,,
137,23/12/2020,"1,887.60","1,881.50","1,892.30","1,872.60",0.44K,0.40%,,,
138,22/12/2020,"1,880.00","1,891.10","1,892.00","1,875.60",0.69K,-0.64%,,,
139,21/12/2020,"1,892.20","1,916.40","1,920.90","1,872.00",0.56K,-0.32%,,,
140,18/12/2020,"1,898.20","1,893.60","1,903.70","1,892.10",0.57K,-0.07%,,,
141,17/12/2020,"1,899.50","1,876.10","1,910.00","1,876.10",0.35K,1.69%,,,
142,16/12/2020,"1,867.90","1,871.20","1,876.00","1,864.90",0.85K,0.16%,,,
143,15/12/2020,"1,864.90","1,850.20","1,865.70","1,850.20",0.50K,1.25%,,,
144,14/12/2020,"1,841.90","1,848.30","1,849.10","1,830.00",0.68K,-0.60%,,,
145,11/12/2020,"1,853.10","1,848.90","1,859.50","1,836.60",2.14K,0.34%,,,
146,10/12/2020,"1,846.90","1,849.60","1,857.10","1,840.80",2.72K,-0.04%,,,
147,09/12/2020,"1,847.70","1,883.10","1,883.10","1,844.00",1.66K,-1.94%,,,
148,08/12/2020,"1,884.20","1,877.00","1,886.60","1,874.50",1.91K,0.47%,,,
149,07/12/2020,"1,875.30","1,847.90","1,880.40","1,834.20",2.15K,1.42%,,,
150,04/12/2020,"1,849.00","1,850.00","1,860.40","1,842.80",0.91K,0.00%,,,
151,03/12/2020,"1,849.00","1,843.60","1,854.40","1,836.10",0.91K,0.58%,,,
152,02/12/2020,"1,838.40","1,820.60","1,843.00","1,820.60",1.15K,0.58%,,,
153,01/12/2020,"1,827.80","1,789.40","1,829.70","1,789.40",1.45K,2.10%,,,
154,30/11/2020,"1,790.20","1,798.80","1,798.80","1,776.60",0.89K,-0.41%,,,
155,27/11/2020,"1,797.50","1,824.00","1,826.40","1,787.00",0.55K,-0.53%,,,
156,26/11/2020,"1,807.00","1,806.25","1,816.80","1,804.20",-,-0.73%,,,
157,25/11/2020,"1,820.20","1,821.70","1,829.90","1,818.40",0.74K,-0.02%,,,
158,24/11/2020,"1,820.60","1,850.80","1,851.20","1,817.50",0.74K,-1.82%,,,
159,23/11/2020,"1,854.30","1,885.20","1,889.60","1,846.50",0.78K,-1.80%,,,
160,20/11/2020,"1,888.20","1,882.70","1,894.00","1,881.70",0.28K,0.58%,,,
161,19/11/2020,"1,877.40","1,873.30","1,877.50","1,870.00",0.17K,-0.64%,,,
162,18/11/2020,"1,889.50","1,892.50","1,893.60","1,882.00",0.58K,-0.69%,,,
163,17/11/2020,"1,902.60","1,906.20","1,906.20","1,903.50",0.42K,-0.18%,,,
164,16/11/2020,"1,906.00","1,903.10","1,904.70","1,903.00",0.22K,-0.02%,,,
165,13/11/2020,"1,906.30","1,894.90","1,913.90","1,894.90",0.45K,0.68%,,,
166,12/11/2020,"1,893.50","1,889.90","1,901.60","1,889.90",0.91K,0.66%,,,
167,11/11/2020,"1,881.10","1,897.10","1,900.30","1,874.00",0.40K,-0.83%,,,
168,10/11/2020,"1,896.90","1,893.80","1,903.90","1,888.10",0.37K,1.19%,,,
169,09/11/2020,"1,874.50","1,978.40","1,978.40","1,871.90",0.57K,-4.99%,,,
170,06/11/2020,"1,973.00","1,961.50","1,977.70","1,958.10",0.43K,0.29%,,,
171,05/11/2020,"1,967.30","1,948.40","1,968.30","1,948.40",0.16K,2.67%,,,
172,04/11/2020,"1,916.10","1,916.70","1,928.50","1,908.10",0.23K,-0.73%,,,
173,03/11/2020,"1,930.10","1,912.60","1,928.00","1,912.60",0.22K,0.92%,,,
174,02/11/2020,"1,912.50","1,896.80","1,914.90","1,896.80",0.12K,0.66%,,,
175,30/10/2020,"1,899.90","1,908.00","1,908.00","1,897.60",0.16K,0.62%,,,
176,29/10/2020,"1,888.20","1,886.20","1,886.20","1,884.00",0.62K,-0.62%,,,
177,28/10/2020,"1,900.00","1,928.90","1,928.90","1,897.30",0.08K,-1.70%,,,
178,27/10/2020,"1,932.90","1,921.40","1,933.50","1,921.40",0.06K,0.30%,,,
179,26/10/2020,"1,927.10","1,919.00","1,926.10","1,919.00",0.06K,0.04%,,,
180,23/10/2020,"1,926.40","1,926.30","1,926.40","1,924.60",0.04K,0.04%,,,
181,22/10/2020,"1,925.70","1,940.50","1,940.50","1,907.60",0.18K,-1.26%,,,
182,21/10/2020,"1,950.30","1,925.10","1,948.60","1,925.10",0.16K,0.72%,,,
183,20/10/2020,"1,936.30","1,922.90","1,936.60","1,921.90",0.11K,0.17%,,,
184,19/10/2020,"1,933.00","1,941.90","1,941.90","1,941.90",0.12K,0.24%,,,
185,16/10/2020,"1,928.30","1,934.40","1,934.40","1,927.50",0.06K,-0.13%,,,
186,15/10/2020,"1,930.80","1,923.20","1,923.20","1,919.20",0.18K,0.05%,,,
187,14/10/2020,"1,929.80","1,929.40","1,929.40","1,926.70",0.25K,0.68%,,,
188,13/10/2020,"1,916.70","1,937.50","1,949.60","1,915.80",0.23K,-1.74%,,,
189,12/10/2020,"1,950.70","1,953.50","1,957.70","1,948.70",0.22K,0.15%,,,
190,09/10/2020,"1,947.80","1,930.50","1,956.20","1,929.50",0.23K,1.62%,,,
191,08/10/2020,"1,916.80","1,902.80","1,916.20","1,899.00",0.21K,0.27%,,,
192,07/10/2020,"1,911.60","1,894.50","1,911.40","1,890.00",0.19K,-0.87%,,,
193,06/10/2020,"1,928.30","1,937.20","1,942.20","1,900.50",0.10K,-0.55%,,,
194,05/10/2020,"1,939.00","1,937.00","1,937.00","1,937.00",0.11K,0.64%,,,
195,02/10/2020,"1,926.60","1,929.60","1,933.70","1,921.30",0.12K,-0.45%,,,
196,01/10/2020,"1,935.40","1,927.60","1,935.50","1,921.20",0.18K,1.09%,,,
197,30/09/2020,"1,914.60","1,915.30","1,918.90","1,905.20",0.05K,-0.39%,,,
198,29/09/2020,"1,922.10","1,907.40","1,921.20","1,907.40",0.05K,1.11%,,,
199,28/09/2020,"1,901.00","1,883.70","1,905.50","1,872.00",0.35K,0.86%,,,
200,25/09/2020,"1,884.80","1,885.10","1,885.10","1,880.00",0.06K,-0.53%,,,
201,24/09/2020,"1,894.90","1,879.90","1,892.60","1,874.70",0.26K,0.42%,,,
202,23/09/2020,"1,887.00","1,924.60","1,924.60","1,876.30",0.57K,-2.10%,,,
203,22/09/2020,"1,927.50","1,937.90","1,940.50","1,925.50",0.09K,-0.13%,,,
204,21/09/2020,"1,930.00","1,978.20","1,978.90","1,913.50",0.19K,-2.62%,,,
205,18/09/2020,"1,981.90","1,974.20","1,982.00","1,973.60",0.08K,0.64%,,,
206,17/09/2020,"1,969.30","1,970.80","1,974.40","1,965.30",0.13K,-1.07%,,,
207,16/09/2020,"1,990.70","1,989.10","1,997.90","1,985.00",0.11K,0.22%,,,
208,15/09/2020,"1,986.40","1,986.10","1,997.50","1,981.00",0.04K,0.13%,,,
209,14/09/2020,"1,983.90","1,974.10","1,987.80","1,972.80",0.12K,0.84%,,,
210,11/09/2020,"1,967.40","1,971.30","1,975.80","1,966.50",0.10K,-0.80%,,,
211,10/09/2020,"1,983.20","1,971.10","1,991.40","1,969.40",0.21K,0.52%,,,
212,09/09/2020,"1,972.90","1,952.90","1,973.60","1,946.40",0.21K,0.57%,,,
213,08/09/2020,"1,961.80","1,957.50","1,965.90","1,938.80",0.88K,1.28%,,,
214,07/09/2020,"1,937.10","1,940.70","1,947.40","1,930.45",-,-0.18%,,,
215,06/09/2020,"1,940.65","1,941.90","1,944.30","1,937.65",-,-0.62%,,,
216,04/09/2020,"1,952.80","1,956.60","1,959.50","1,951.90",0.17K,-0.16%,,,
217,03/09/2020,"1,956.00","1,970.00","1,972.80","1,953.10",0.73K,-0.43%,,,
218,02/09/2020,"1,964.50","1,988.30","1,990.90","1,959.90",0.70K,-1.72%,,,
219,01/09/2020,"1,998.80","2,018.60","2,018.60","1,995.00",0.24K,-0.02%,,,
220,31/08/2020,"1,999.10","1,991.10","2,002.30","1,991.10",0.28K,0.30%,,,
221,28/08/2020,"1,993.20","1,956.50","1,992.70","1,951.30",0.31K,2.05%,,,
222,27/08/2020,"1,953.10","1,970.10","1,970.30","1,940.70",0.17K,-1.08%,,,
223,26/08/2020,"1,974.40","1,952.90","1,952.90","1,942.10",0.16K,1.50%,,,
224,25/08/2020,"1,945.20","1,965.20","1,965.20","1,944.00",0.02K,-0.87%,,,
225,24/08/2020,"1,962.30","1,962.50","1,979.40","1,955.90",0.11K,-0.37%,,,
226,21/08/2020,"1,969.60","1,982.30","1,982.30","1,959.90",0.12K,0.01%,,,
227,20/08/2020,"1,969.50","1,955.60","1,976.00","1,955.50",0.09K,-1.15%,,,
228,19/08/2020,"1,992.50","2,036.00","2,036.00","1,952.40",0.33K,-2.15%,,,
229,18/08/2020,"2,036.20","2,024.40","2,041.10","2,023.20",0.08K,0.72%,,,
230,17/08/2020,"2,021.60","1,981.70","2,012.30","1,971.60",0.11K,2.27%,,,
231,14/08/2020,"1,976.80","1,996.30","1,996.90","1,971.00",0.13K,-1.08%,,,
232,13/08/2020,"1,998.30","1,973.90","1,993.90","1,971.60",0.03K,1.10%,,,
233,12/08/2020,"1,976.50","1,955.60","1,986.90","1,913.00",0.11K,0.02%,,,
234,11/08/2020,"1,976.10","2,056.50","2,062.20","1,953.50",0.34K,-4.65%,,,
235,10/08/2020,"2,072.40","2,068.70","2,080.00","2,065.00",0.09K,0.53%,,,
236,07/08/2020,"2,061.40","2,120.00","2,120.00","2,060.00",0.39K,-1.99%,,,
237,06/08/2020,"2,103.20","2,086.70","2,115.00","2,085.90",0.40K,1.03%,,,
238,05/08/2020,"2,081.70","2,070.00","2,100.00","2,063.00",0.38K,1.42%,,,
239,04/08/2020,"2,052.60","2,024.60","2,068.40","2,018.70",0.39K,1.73%,,,
240,03/08/2020,"2,017.70","2,026.90","2,040.00","2,015.40",0.42K,0.03%,,,
241,31/07/2020,"2,017.10","2,005.20","2,035.00","2,005.20",0.27K,0.97%,,,
242,30/07/2020,"1,997.70","2,016.00","2,016.00","1,988.90",0.03K,-0.50%,,,
243,29/07/2020,"2,007.70","2,001.00","2,025.00","2,001.00",0.16K,0.56%,,,
244,28/07/2020,"1,996.60","2,008.10","2,028.10","1,967.20",0.16K,0.42%,,,
245,27/07/2020,"1,988.30","1,964.80","1,999.90","1,964.80",0.18K,1.57%,,,
246,24/07/2020,"1,957.50","1,941.80","1,961.00","1,941.00",0.31K,0.53%,,,
247,23/07/2020,"1,947.20","1,923.30","1,945.00","1,923.30",0.57K,1.47%,,,
248,22/07/2020,"1,919.00","1,909.50","1,924.20","1,906.40",0.13K,1.43%,,,
249,21/07/2020,"1,891.90","1,867.60","1,891.30","1,867.00",0.14K,1.67%,,,
250,20/07/2020,"1,860.80","1,862.00","1,862.40","1,862.00",0.03K,0.35%,,,
251,17/07/2020,"1,854.30","1,840.60","1,851.00","1,840.10",0.01K,0.37%,,,
252,16/07/2020,"1,847.40","1,856.00","1,856.00","1,856.00",0.03K,-0.83%,,,
253,15/07/2020,"1,862.80","1,862.30","1,863.10","1,854.30",0.10K,0.01%,,,
254,14/07/2020,"1,862.70","1,850.00","1,863.90","1,850.00",0.06K,-0.11%,,,
255,13/07/2020,"1,864.80","1,857.30","1,858.30","1,857.30",0.10K,0.69%,,,
256,10/07/2020,"1,852.00","1,853.70","1,853.70","1,851.30",0.12K,-0.11%,,,
257,09/07/2020,"1,854.00","1,871.90","1,871.90","1,871.90",0.12K,-0.92%,,,
258,08/07/2020,"1,871.20","1,851.80","1,867.60","1,851.80",0.25K,1.05%,,,
259,07/07/2020,"1,851.80","1,833.90","1,853.60","1,833.90",0.30K,1.15%,,,
260,06/07/2020,"1,830.80","1,825.80","1,828.60","1,825.80",1.74K,2.42%,,,
261,03/07/2020,"1,787.60","1,786.90","1,788.70","1,783.65",-,-2.05%,,,
262,02/07/2020,"1,825.00","1,799.00","1,821.30","1,798.80",0.17K,0.56%,,,
263,01/07/2020,"1,814.80","1,830.00","1,838.00","1,830.00",0.45K,-1.00%,,,
264,30/06/2020,"1,833.20","1,816.90","1,835.00","1,813.90",0.04K,1.14%,,,
265,29/06/2020,"1,812.60","1,816.50","1,816.50","1,811.20",0.09K,0.10%,,,
266,26/06/2020,"1,810.80","1,798.20","1,814.00","1,798.00",0.10K,0.55%,,,
267,25/06/2020,"1,800.90","1,800.00","1,800.00","1,800.00",0.05K,-0.23%,,,
268,24/06/2020,"1,805.10","1,806.50","1,806.50","1,806.50",0.30K,-0.25%,,,
269,23/06/2020,"1,809.70","1,803.00","1,803.00","1,803.00",0.26K,0.84%,,,
270,22/06/2020,"1,794.70","1,787.00","1,798.40","1,783.10",0.07K,0.71%,,,
271,19/06/2020,"1,782.10","1,767.00","1,786.90","1,761.80",0.52K,1.15%,,,
272,18/06/2020,"1,761.90","1,775.00","1,775.00","1,762.30",0.08K,-0.31%,,,
273,17/06/2020,"1,767.40","1,768.20","1,768.20","1,768.20",0.02K,-0.05%,,,
274,16/06/2020,"1,768.20","1,770.00","1,770.00","1,770.00",0.20K,0.55%,,,
275,15/06/2020,"1,758.50","1,770.30","1,770.30","1,760.00",0.02K,-0.54%,,,
276,12/06/2020,"1,768.10","1,780.40","1,780.50","1,780.40",0.56K,-0.18%,,,
277,11/06/2020,"1,771.30","1,784.10","1,786.40","1,762.30",0.81K,1.02%,,,
278,10/06/2020,"1,753.50","1,760.90","1,760.90","1,753.30",0.32K,-0.09%,,,
279,09/06/2020,"1,755.00","1,755.20","1,757.60","1,755.20",0.54K,0.95%,,,
280,08/06/2020,"1,738.50","1,739.40","1,739.40","1,739.40",0.05K,1.31%,,,
281,05/06/2020,"1,716.00","1,741.70","1,741.70","1,704.60",0.11K,-2.46%,,,
282,04/06/2020,"1,759.30","1,747.60","1,752.00","1,747.60",0.16K,1.53%,,,
283,03/06/2020,"1,732.80","1,760.00","1,760.00","1,727.50",0.45K,-1.52%,,,
284,02/06/2020,"1,759.60","1,774.50","1,775.30","1,774.50",0.11K,-0.79%,,,
285,01/06/2020,"1,773.70","1,775.50","1,775.50","1,772.80",0.06K,-0.01%,,,
286,29/05/2020,"1,773.80","1,748.20","1,771.50","1,748.20",0.11K,1.34%,,,
287,28/05/2020,"1,750.30","1,748.80","1,757.30","1,748.80",0.18K,0.20%,,,
288,27/05/2020,"1,746.80","1,725.00","1,727.40","1,722.50",0.01K,0.05%,,,
289,26/05/2020,"1,745.90","1,762.90","1,764.00","1,762.90",0.08K,1.09%,,,
290,25/05/2020,"1,727.00","1,730.55","1,731.35","1,719.25",-,-0.21%,,,
291,24/05/2020,"1,730.65","1,735.45","1,735.90","1,729.80",-,-2.27%,,,
292,22/05/2020,"1,770.80","1,773.50","1,773.50","1,771.90",0.47K,0.82%,,,
293,21/05/2020,"1,756.40","1,780.10","1,780.10","1,753.60",0.15K,-1.78%,,,
294,20/05/2020,"1,788.20","1,784.00","1,791.20","1,784.00",0.08K,0.44%,,,
